Returned,Order ID,Region
Yes,ES-2016-CJ1201045-42584,Western Europe
Yes,ES-2017-JL1513045-42786,Western Europe
Yes,ES-2017-MG1814545-43063,Western Europe
Yes,ES-2015-DB1306045-42352,Western Europe
Yes,ES-2015-SV2081545-42331,Western Europe
Yes,ES-2016-RC1996045-42583,Western Europe
Yes,ES-2015-SG2047045-42013,Western Europe
Yes,ES-2016-GH1466545-42428,Western Europe
Yes,ES-2016-RH1949545-42675,Western Europe
Yes,ES-2017-MH1745545-42875,Western Europe
Yes,ES-2017-EG1390045-42959,Western Europe
Yes,ES-2017-FH1427545-42997,Western Europe
Yes,ES-2016-RF1934545-42585,Western Europe
Yes,ES-2015-JH1543045-42222,Western Europe
Yes,ES-2017-GZ1454545-42960,Western Europe
Yes,ES-2014-MS1783045-41818,Western Europe
Yes,IT-2017-FG1426045-42776,Western Europe
Yes,ES-2014-IL1510045-41950,Western Europe
Yes,ES-2017-AC1061545-42916,Western Europe
Yes,ES-2015-JS1588045-42253,Western Europe
Yes,IT-2017-RS1942045-42979,Western Europe
Yes,IT-2017-GH1441045-43080,Western Europe
Yes,ES-2016-BO1142545-42658,Western Europe
Yes,ES-2016-AG1030045-42575,Western Europe
Yes,ES-2017-AJ1078045-42761,Western Europe
Yes,ES-2017-ES1402045-43074,Western Europe
Yes,ES-2015-SN2071045-42274,Western Europe
Yes,ES-2016-DW1358545-42392,Western Europe
Yes,ES-2016-SP2092045-42721,Western Europe
Yes,ES-2014-TB2117545-41876,Western Europe
Yes,ES-2017-JK1532545-42910,Western Europe
Yes,IT-2014-CM1219045-41999,Western Europe
Yes,ES-2016-JD1606045-42430,Western Europe
Yes,ES-2016-JJ1576045-42583,Western Europe
Yes,ES-2016-PN1877545-42444,Western Europe
Yes,ES-2017-NS1864045-43064,Western Europe
Yes,IT-2015-KW1657045-42356,Western Europe
Yes,ES-2014-MY1829545-41958,Western Europe
Yes,ES-2017-JW1595545-42976,Western Europe
Yes,ES-2015-SF2020045-42019,Western Europe
Yes,ES-2014-CL1270045-41654,Western Europe
Yes,ES-2017-JF1541545-42953,Western Europe
Yes,ES-2017-KH1663045-43022,Western Europe
Yes,ES-2016-RO1978045-42444,Western Europe
Yes,ES-2015-KH1669045-42099,Western Europe
Yes,ES-2016-PP1895545-42419,Western Europe
Yes,ES-2017-AF1088545-42834,Western Europe
Yes,ES-2015-EK1379545-42257,Western Europe
Yes,ES-2015-GG1465045-42345,Western Europe
Yes,ES-2017-TA2138545-42772,Western Europe
Yes,ES-2017-TA2138545-42772,Western Europe
Yes,ES-2016-ML1741045-42689,Western Europe
Yes,ES-2016-LP1708045-42637,Western Europe
Yes,ES-2017-SR2074045-42787,Western Europe
Yes,ES-2015-MT1781545-42329,Western Europe
Yes,ES-2017-SM2090545-42821,Western Europe
Yes,ES-2016-MP1796545-42703,Western Europe
Yes,IT-2015-PF1916545-42260,Western Europe
Yes,ES-2017-AS1004545-43077,Western Europe
Yes,ES-2017-AS1004545-43077,Western Europe
Yes,ES-2015-SS2041045-42231,Western Europe
Yes,ES-2015-RD1948045-42281,Western Europe
Yes,ES-2015-FO1430545-42052,Western Europe
Yes,ES-2017-ML1775545-42956,Western Europe
Yes,ES-2014-SP2086045-41816,Western Europe
Yes,ES-2017-SH2039545-42970,Western Europe
Yes,ES-2015-CD1192045-42339,Western Europe
Yes,GG-2015-SG1047047-42135,Western Asia
Yes,ES-2016-AB1016548-42441,Western Europe
Yes,ES-2017-JS1559548-43053,Western Europe
Yes,ES-2014-AG1049548-41950,Western Europe
Yes,ES-2017-TD2099548-42820,Western Europe
Yes,ES-2017-CV1229548-43028,Western Europe
Yes,IT-2015-AS1013548-42197,Western Europe
Yes,ES-2015-EM1420048-42327,Western Europe
Yes,ES-2015-SH2063548-42246,Western Europe
Yes,ES-2016-KM1637548-42397,Western Europe
Yes,ES-2017-JG1580548-42966,Western Europe
Yes,IT-2014-DL1333048-41853,Western Europe
Yes,ES-2017-MP1796548-43046,Western Europe
Yes,ES-2016-TC2129548-42500,Western Europe
Yes,IT-2014-ZC2191048-41904,Western Europe
Yes,ES-2015-SC2072548-42184,Western Europe
Yes,IT-2016-SF2006548-42437,Western Europe
Yes,ES-2017-SC2080048-42849,Western Europe
Yes,ES-2015-JW1595548-42064,Western Europe
Yes,ES-2015-DJ1351048-42181,Western Europe
Yes,ES-2014-ZD2192548-41964,Western Europe
Yes,ES-2017-AS1024048-42813,Western Europe
Yes,ES-2017-NF1847548-42741,Western Europe
Yes,IT-2016-AC1042048-42598,Western Europe
Yes,ES-2014-LR1703548-41975,Western Europe
Yes,ES-2014-LR1703548-41975,Western Europe
Yes,ES-2014-GB1457548-41999,Western Europe
Yes,ES-2015-GB1457548-42027,Western Europe
Yes,ES-2015-BD1160548-42310,Western Europe
Yes,ES-2014-RR1931548-41859,Western Europe
Yes,ES-2016-NP1867048-42452,Western Europe
Yes,IT-2017-Dl1360048-42940,Western Europe
Yes,ES-2015-JP1546048-42138,Western Europe
Yes,ES-2016-NP1867048-42536,Western Europe
Yes,IT-2014-MC1742548-41907,Western Europe
Yes,IT-2015-EK1379548-42221,Western Europe
Yes,ES-2017-MR1754548-42772,Western Europe
Yes,ES-2016-DB1361548-42506,Western Europe
Yes,IT-2015-MH1762048-42215,Western Europe
Yes,ES-2017-JL1550548-43070,Western Europe
Yes,ES-2016-CS1240048-42596,Western Europe
Yes,ES-2015-NC1862548-42085,Western Europe
Yes,ES-2014-BW1106548-41855,Western Europe
Yes,ES-2017-MH1729048-43063,Western Europe
Yes,ES-2016-SD2048548-42525,Western Europe
Yes,ES-2017-AF1087048-42900,Western Europe
Yes,ES-2017-JP1552048-42895,Western Europe
Yes,IT-2016-MM1805548-42526,Western Europe
Yes,ES-2015-BM1178548-42177,Western Europe
Yes,ES-2017-JC1610548-42997,Western Europe
Yes,ES-2016-DD1357048-42685,Western Europe
Yes,ES-2017-DH1307548-42989,Western Europe
Yes,ES-2017-SU2066548-43029,Western Europe
Yes,ES-2016-JE1571548-42689,Western Europe
Yes,ES-2014-CS1213048-41811,Western Europe
Yes,ES-2017-JJ1576048-43050,Western Europe
Yes,ES-2014-CD1198048-41881,Western Europe
Yes,ES-2015-JP1546048-42176,Western Europe
Yes,ES-2014-CD1198048-41881,Western Europe
Yes,IT-2017-JW1522048-42987,Western Europe
Yes,ES-2017-LS1723048-42884,Western Europe
Yes,ES-2016-AR1082548-42372,Western Europe
Yes,ES-2016-DW1348048-42606,Western Europe
Yes,ES-2015-TM2149048-42264,Western Europe
Yes,ES-2014-ME1732048-41911,Western Europe
Yes,ES-2017-DL1331548-43082,Western Europe
Yes,ES-2017-GG1465048-42863,Western Europe
Yes,IT-2017-BP1109548-42923,Western Europe
Yes,ES-2014-CK1259548-41848,Western Europe
Yes,ES-2016-PF1922548-42735,Western Europe
Yes,ES-2017-MH1744048-42800,Western Europe
Yes,ES-2015-MC1760548-42201,Western Europe
Yes,ES-2014-EP1391548-41850,Western Europe
Yes,ES-2015-MP1796548-42318,Western Europe
Yes,ES-2017-DJ1342048-43078,Western Europe
Yes,ES-2014-AB1025548-41904,Western Europe
Yes,IT-2014-RB1933048-41943,Western Europe
Yes,GH-2017-MH811549-43042,Western Africa
Yes,GH-2016-TS1108549-42553,Western Africa
Yes,GH-2016-Dl360049-42393,Western Africa
Yes,MX-2016-MC1759051-42387,Central America
Yes,MX-2014-RD1993051-41967,Central America
Yes,MX-2014-AC1061551-41893,Central America
Yes,MX-2017-AG1039051-42911,Central America
Yes,MX-2017-DA1345051-42911,Central America
Yes,MX-2016-PG1889551-42525,Central America
Yes,MX-2016-JA1597051-42532,Central America
Yes,MX-2014-TZ2144551-41709,Central America
Yes,MX-2016-KC1654051-42634,Central America
Yes,MX-2016-CL1189051-42688,Central America
Yes,MX-2017-JF1541551-42987,Central America
Yes,MX-2016-JH1598551-42547,Central America
Yes,MX-2017-ND1837051-43007,Central America
Yes,MX-2014-AY1055551-41792,Central America
Yes,MX-2017-TH2155051-42818,Central America
Yes,MX-2015-TS2143051-42337,Central America
Yes,MX-2015-DE1325551-42100,Central America
Yes,MX-2015-DE1325551-42100,Central America
Yes,MX-2017-EB1411051-43065,Central America
Yes,MX-2015-DE1325551-42100,Central America
Yes,MX-2015-AG1027051-42359,Central America
Yes,MX-2016-BG1103551-42619,Central America
Yes,MX-2017-MC1759051-42954,Central America
Yes,MX-2015-TS2143051-42337,Central America
Yes,MX-2016-MC1784551-42658,Central America
Yes,MX-2017-SG2060551-42994,Central America
Yes,MX-2015-KD1627051-42198,Central America
Yes,GV-2015-TB1140052-42188,Western Africa
Yes,GV-2015-TB1140052-42188,Western Africa
Yes,MX-2015-KD1661554-42131,Caribbean
Yes,US-2014-MS1798054-41718,Caribbean
Yes,US-2017-AC1066054-43098,Caribbean
Yes,MX-2016-JE1547554-42671,Caribbean
Yes,US-2017-NS1864055-43043,Central America
Yes,US-2017-DK1283555-43011,Central America
Yes,US-2017-CS1249055-42905,Central America
Yes,US-2014-BB1099055-41809,Central America
Yes,US-2014-MJ1774055-41755,Central America
Yes,US-2016-DL1331555-42732,Central America
Yes,MX-2016-DB1336055-42549,Central America
Yes,US-2017-CR1262555-43035,Central America
Yes,MX-2016-BM1114055-42692,Central America
Yes,MX-2015-LC1696055-42289,Central America
Yes,US-2014-CC1255055-41819,Central America
Yes,US-2017-RO1978055-42776,Central America
Yes,MX-2017-KC1625555-43039,Central America
Yes,US-2017-PB1921055-42949,Central America
Yes,US-2016-JP1546055-42722,Central America
Yes,US-2017-BT1148555-43070,Central America
Yes,US-2017-MS1798055-43008,Central America
Yes,US-2016-TB2125055-42667,Central America
Yes,US-2016-KM1637555-42683,Central America
Yes,US-2016-JM1586555-42514,Central America
Yes,US-2015-GW1460555-42283,Central America
Yes,US-2017-DL1331555-43060,Central America
Yes,US-2016-KB1640555-42695,Central America
Yes,US-2017-EH1376555-43082,Central America
Yes,US-2017-TB2140055-42891,Central America
Yes,US-2016-MG1814555-42659,Central America
Yes,MX-2017-PB1880555-43028,Central America
Yes,US-2014-AR1082555-41992,Central America
Yes,HU-2015-SV1036557-42162,Eastern Europe
Yes,HU-2016-JR567057-42370,Eastern Europe
Yes,IN-2014-CW1190558-41875,Southern Asia
Yes,IN-2016-AG1052558-42667,Southern Asia
Yes,IN-2014-DM1352558-41987,Southern Asia
Yes,IN-2016-TS2143058-42539,Southern Asia
Yes,IN-2017-NM1844558-42856,Southern Asia
Yes,IN-2015-JF1549058-42289,Southern Asia
Yes,IN-2015-GP1474058-42149,Southern Asia
Yes,IN-2014-MT1807058-41917,Southern Asia
Yes,IN-2017-KD1634558-42760,Southern Asia
Yes,IN-2017-KD1634558-42760,Southern Asia
Yes,IN-2016-SV2081558-42699,Southern Asia
Yes,IN-2016-RA1988558-42598,Southern Asia
Yes,IN-2017-GM1445558-43004,Southern Asia
Yes,IN-2017-Co1264058-43057,Southern Asia
Yes,IN-2014-MT1807058-41825,Southern Asia
Yes,IN-2015-ON1871558-42366,Southern Asia
Yes,IN-2017-BD1177058-43025,Southern Asia
Yes,IN-2016-RA1928558-42594,Southern Asia
Yes,IN-2017-LW1682558-42987,Southern Asia
Yes,IN-2014-AB1010558-42000,Southern Asia
Yes,IN-2016-SF2006558-42504,Southern Asia
Yes,IN-2015-FH1427558-42296,Southern Asia
Yes,IN-2015-JH1618058-42148,Southern Asia
Yes,IN-2016-KB1624058-42491,Southern Asia
Yes,IN-2017-LP1709558-43023,Southern Asia
Yes,ID-2014-TB2105558-41886,Southern Asia
Yes,ID-2015-CR1273058-42247,Southern Asia
Yes,IN-2016-DV1304558-42596,Southern Asia
Yes,IN-2016-FG1426058-42478,Southern Asia
Yes,IN-2015-KD1649558-42217,Southern Asia
Yes,IN-2015-EB1397558-42239,Southern Asia
Yes,IN-2015-PV1898558-42358,Southern Asia
Yes,IN-2015-CC1214558-42159,Southern Asia
Yes,IN-2016-AG1090058-42391,Southern Asia
Yes,IN-2015-MM1726058-42348,Southern Asia
Yes,IN-2014-JM1553558-41886,Southern Asia
Yes,IN-2015-MM1726058-42027,Southern Asia
Yes,IN-2015-RW1969058-42353,Southern Asia
Yes,IN-2014-ST2053058-41880,Southern Asia
Yes,IN-2015-SW2024558-42155,Southern Asia
Yes,IN-2015-TM2101058-42262,Southern Asia
Yes,IN-2016-KE1642058-42728,Southern Asia
Yes,IN-2014-VM2183558-41978,Southern Asia
Yes,IN-2014-PR1888058-41743,Southern Asia
Yes,IN-2017-AC1045058-43042,Southern Asia
Yes,IN-2017-DB1361558-43064,Southern Asia
Yes,IN-2017-DG1330058-42897,Southern Asia
Yes,IN-2015-CS1246058-42339,Southern Asia
Yes,IN-2016-CJ1201058-42596,Southern Asia
Yes,IN-2017-KN1645058-42840,Southern Asia
Yes,IN-2017-PB1880558-43045,Southern Asia
Yes,IN-2015-SA2083058-42197,Southern Asia
Yes,IN-2017-CR1258058-43078,Southern Asia
Yes,IN-2015-PF1916558-42280,Southern Asia
Yes,IN-2015-PF1916558-42280,Southern Asia
Yes,IN-2015-EL1373558-42139,Southern Asia
Yes,IN-2015-EM1381058-42038,Southern Asia
Yes,IN-2017-DR1294058-43014,Southern Asia
Yes,ID-2016-JE1616559-42587,Southeastern Asia
Yes,ID-2014-BM1114059-41965,Southeastern Asia
Yes,IN-2017-NH1861059-43080,Southeastern Asia
Yes,IN-2017-JK1562559-42757,Southeastern Asia
Yes,ID-2017-BT1153059-43009,Southeastern Asia
Yes,IN-2017-AP1091559-42820,Southeastern Asia
Yes,IN-2017-BM1157559-42910,Southeastern Asia
Yes,IN-2016-EH1394559-42590,Southeastern Asia
Yes,ID-2014-JH1598559-41949,Southeastern Asia
Yes,IN-2017-BE1145559-43036,Southeastern Asia
Yes,IN-2016-MC1742559-42622,Southeastern Asia
Yes,ID-2016-JH1618059-42700,Southeastern Asia
Yes,IN-2014-LD1685559-41842,Southeastern Asia
Yes,ID-2017-DM1334559-43010,Southeastern Asia
Yes,ID-2017-LS1720059-43039,Southeastern Asia
Yes,ID-2014-GA1472559-41998,Southeastern Asia
Yes,IN-2015-MT1781559-42257,Southeastern Asia
Yes,ID-2015-KT1648059-42350,Southeastern Asia
Yes,ID-2016-CG1204059-42528,Southeastern Asia
Yes,ID-2016-VB2174559-42399,Southeastern Asia
Yes,ID-2017-MG1769559-42797,Southeastern Asia
Yes,ID-2014-EB1387059-41930,Southeastern Asia
Yes,ID-2017-TT2146059-42916,Southeastern Asia
Yes,ID-2015-JC1577559-42223,Southeastern Asia
Yes,ID-2017-JL1517559-42931,Southeastern Asia
Yes,ID-2017-SV2081559-43032,Southeastern Asia
Yes,IN-2014-BF1121559-41915,Southeastern Asia
Yes,ID-2017-EB1393059-42937,Southeastern Asia
Yes,ID-2016-SS2059059-42647,Southeastern Asia
Yes,IN-2015-CY1274559-42134,Southeastern Asia
Yes,IN-2016-JH1591059-42613,Southeastern Asia
Yes,ID-2014-MP1796559-41667,Southeastern Asia
Yes,IN-2015-AA1064559-42317,Southeastern Asia
Yes,ID-2015-SC2080059-42110,Southeastern Asia
Yes,ID-2015-AS1004559-42250,Southeastern Asia
Yes,ID-2015-HJ1487559-42077,Southeastern Asia
Yes,ID-2017-DK1289559-43046,Southeastern Asia
Yes,ID-2017-SH2063559-42968,Southeastern Asia
Yes,IN-2017-DB1327059-43067,Southeastern Asia
Yes,ID-2015-BS1175559-42057,Southeastern Asia
Yes,ID-2016-MZ1751559-42505,Southeastern Asia
Yes,ID-2015-CS1213059-42222,Southeastern Asia
Yes,IN-2016-FH1427559-42722,Southeastern Asia
Yes,ID-2014-TB2117559-41862,Southeastern Asia
Yes,IN-2016-JL1517559-42665,Southeastern Asia
Yes,ID-2016-PC1900059-42706,Southeastern Asia
Yes,ID-2014-GM1468059-41891,Southeastern Asia
Yes,ID-2017-AB1001559-42909,Southeastern Asia
Yes,ID-2016-JS1603059-42491,Southeastern Asia
Yes,IN-2017-SV2078559-42841,Southeastern Asia
Yes,ID-2016-AM1070559-42534,Southeastern Asia
Yes,ID-2015-MC1760559-42112,Southeastern Asia
Yes,IN-2017-JG1580559-42904,Southeastern Asia
Yes,ID-2015-JD1601559-42337,Southeastern Asia
Yes,ID-2014-NG1843059-41949,Southeastern Asia
Yes,ID-2015-EB1387059-42181,Southeastern Asia
Yes,IN-2017-JH1618059-42927,Southeastern Asia
Yes,IN-2015-TP2141559-42162,Southeastern Asia
Yes,ID-2017-KD1627059-43004,Southeastern Asia
Yes,IN-2016-BT1168059-42631,Southeastern Asia
Yes,IN-2017-KL1655559-42963,Southeastern Asia
Yes,IR-2016-MV819060-42640,Southern Asia
Yes,IR-2014-JE547560-41802,Southern Asia
Yes,IR-2015-AT43560-42077,Southern Asia
Yes,IR-2017-SH997560-42749,Southern Asia
Yes,IR-2015-KB624060-42286,Southern Asia
Yes,IR-2016-RP939060-42584,Southern Asia
Yes,IR-2016-BS166560-42538,Southern Asia
Yes,IR-2016-AS22560-42430,Southern Asia
Yes,IR-2017-SR1074060-42997,Southern Asia
Yes,IR-2014-CM265560-41856,Southern Asia
Yes,IR-2014-EH394560-41914,Southern Asia
Yes,IR-2017-DO343560-43029,Southern Asia
Yes,IR-2017-DO343560-43029,Southern Asia
Yes,IR-2017-NP870060-43063,Southern Asia
Yes,IR-2016-RA928560-42616,Southern Asia
Yes,IR-2017-CC237060-43094,Southern Asia
Yes,IR-2016-JP546060-42681,Southern Asia
Yes,IR-2016-HW493560-42524,Southern Asia
Yes,IZ-2017-KM672061-42751,Western Asia
Yes,IZ-2015-PB915061-42294,Western Asia
Yes,IZ-2016-SW1035061-42513,Western Asia
Yes,IZ-2016-SG1008061-42731,Western Asia
Yes,IZ-2014-SC1084561-41984,Western Asia
Yes,IZ-2017-AY55561-43012,Western Asia
Yes,IZ-2015-JS588061-42076,Western Asia
Yes,IZ-2016-SC1009561-42489,Western Asia
Yes,IZ-2014-DW319561-41874,Western Asia
Yes,IZ-2017-TB1119061-42986,Western Asia
Yes,IZ-2016-CB202561-42594,Western Asia
Yes,IZ-2017-BD163561-42776,Western Asia
Yes,ES-2015-SS2059062-42219,Northern Europe
Yes,IT-2016-LF1718562-42633,Northern Europe
Yes,IT-2015-AS1009062-42364,Northern Europe
Yes,IT-2016-MP1796562-42634,Northern Europe
Yes,IS-2016-KH663063-42609,Western Asia
Yes,IS-2014-CM244563-41753,Western Asia
Yes,ES-2017-BG1103564-42982,Southern Europe
Yes,ES-2016-AA1064564-42422,Southern Europe
Yes,ES-2014-TS2143064-41746,Southern Europe
Yes,ES-2014-CM1181564-41978,Southern Europe
Yes,ES-2015-RO1978064-42113,Southern Europe
Yes,IT-2014-EH1376564-41985,Southern Europe
Yes,IT-2014-JC1610564-41783,Southern Europe
Yes,ES-2016-LB1679564-42634,Southern Europe
Yes,ES-2017-GT1475564-43032,Southern Europe
Yes,ES-2016-MC1763564-42594,Southern Europe
Yes,IT-2016-PW1903064-42724,Southern Europe
Yes,ES-2016-FA1423064-42467,Southern Europe
Yes,ES-2015-AG1030064-42321,Southern Europe
Yes,ES-2017-AH1019564-42798,Southern Europe
Yes,IT-2017-BF1121564-42987,Southern Europe
Yes,ES-2015-DP1316564-42008,Southern Europe
Yes,ES-2016-NM1852064-42594,Southern Europe
Yes,ES-2017-HM1498064-42976,Southern Europe
Yes,ES-2017-JB1600064-42862,Southern Europe
Yes,ES-2017-NS1850564-42898,Southern Europe
Yes,ES-2015-PO1885064-42138,Southern Europe
Yes,ES-2017-EB1417064-42743,Southern Europe
Yes,ES-2017-RM1967564-43096,Southern Europe
Yes,IT-2017-LB1679564-42857,Southern Europe
Yes,ES-2015-JG1580564-42343,Southern Europe
Yes,ES-2014-ZD2192564-41691,Southern Europe
Yes,ES-2017-RS1942064-42822,Southern Europe
Yes,ES-2017-MG1769564-42749,Southern Europe
Yes,ES-2016-JH1582064-42724,Southern Europe
Yes,ES-2016-SC2023064-42687,Southern Europe
Yes,ES-2016-DD1357064-42547,Southern Europe
Yes,ES-2017-HR1483064-42744,Southern Europe
Yes,IT-2015-AO1081064-42278,Southern Europe
Yes,IT-2015-NF1859564-42056,Southern Europe
Yes,ES-2017-VG2180564-43059,Southern Europe
Yes,ES-2016-LC1714064-42571,Southern Europe
Yes,ES-2017-DP1310564-42968,Southern Europe
Yes,ES-2015-CM1219064-42094,Southern Europe
Yes,ES-2017-CK1220564-43056,Southern Europe
Yes,ES-2017-DM1352564-43042,Southern Europe
Yes,IT-2017-LW1699064-42969,Southern Europe
Yes,ES-2014-BP1123064-41729,Southern Europe
Yes,ES-2014-AB1001564-41880,Southern Europe
Yes,IN-2017-EB1417066-42951,Eastern Asia
Yes,IN-2015-MW1823566-42100,Eastern Asia
Yes,ID-2016-RW1969066-42436,Eastern Asia
Yes,IN-2016-CP1234066-42708,Eastern Asia
Yes,JO-2015-AG30067-42359,Western Asia
Yes,KZ-2015-KC625568-42334,Central Asia
Yes,KE-2014-MC760569-41825,Eastern Africa
Yes,KE-2017-KC654069-43063,Eastern Africa
Yes,LE-2016-CC267071-42378,Western Asia
Yes,LE-2016-PT909071-42519,Western Asia
Yes,LI-2014-LR691573-41854,Western Africa
Yes,LY-2017-NG843074-43056,North Africa
Yes,LY-2014-BN151574-41893,North Africa
Yes,LY-2016-JE616574-42605,North Africa
Yes,LH-2016-AR57075-42674,Northern Europe
Yes,LH-2015-LO717075-42261,Northern Europe
Yes,MA-2016-JM526577-42616,Eastern Africa
Yes,IN-2014-DP1300078-41953,Southeastern Asia
Yes,IN-2017-LS1723078-42982,Southeastern Asia
Yes,IN-2017-MG1814578-43067,Southeastern Asia
Yes,IN-2017-HJ1487578-43022,Southeastern Asia
Yes,IN-2016-SS2041078-42704,Southeastern Asia
Yes,ML-2015-KH663079-42162,Western Africa
Yes,ML-2017-TM1149079-42855,Western Africa
Yes,MX-2017-JH1582080-43030,Caribbean
Yes,MR-2017-BC112581-42847,Western Africa
Yes,MX-2016-DE1325582-42524,Central America
Yes,MX-2016-Dp1324082-42691,Central America
Yes,MX-2017-CM1244582-43085,Central America
Yes,MX-2015-JG1511582-42313,Central America
Yes,MX-2017-PO1885082-43010,Central America
Yes,MX-2017-TB2135582-42910,Central America
Yes,MX-2017-TD2099582-43100,Central America
Yes,MX-2014-QJ1925582-41680,Central America
Yes,US-2017-EH1394582-42816,Central America
Yes,US-2017-FH1436582-43058,Central America
Yes,MX-2017-CD1192082-42916,Central America
Yes,MX-2016-AR1040582-42549,Central America
Yes,US-2015-AC1042082-42101,Central America
Yes,MX-2014-KD1649582-41932,Central America
Yes,MX-2015-AR1057082-42287,Central America
Yes,MX-2016-DG1330082-42609,Central America
Yes,MX-2014-BD1156082-41802,Central America
Yes,MX-2016-JL1550582-42692,Central America
Yes,US-2014-SD2048582-41735,Central America
Yes,MX-2014-LT1711082-41679,Central America
Yes,MX-2017-GZ1454582-42995,Central America
Yes,MX-2016-RW1963082-42681,Central America
Yes,MX-2014-JH1618082-41971,Central America
Yes,MX-2016-MG1814582-42505,Central America
Yes,MX-2015-CR1273082-42177,Central America
Yes,MX-2015-SP2092082-42115,Central America
Yes,MX-2016-HA1492082-42514,Central America
Yes,MX-2015-JM1565582-42103,Central America
Yes,MX-2014-GP1474082-41957,Central America
Yes,MX-2014-PG1882082-41918,Central America
Yes,MX-2014-BD1163582-41979,Central America
Yes,MX-2014-ZC2191082-41928,Central America
Yes,MX-2014-LD1685582-41854,Central America
Yes,MX-2016-PV1898582-42373,Central America
Yes,MX-2017-AH1021082-43045,Central America
Yes,US-2016-KC1625582-42595,Central America
Yes,MX-2016-MC1742582-42633,Central America
Yes,MX-2014-HZ1495082-41896,Central America
Yes,MX-2016-TW2102582-42413,Central America
Yes,MX-2016-CD1192082-42729,Central America
Yes,MX-2016-SM2000582-42560,Central America
Yes,US-2015-EM1396082-42196,Central America
Yes,US-2015-CG1204082-42082,Central America
Yes,MX-2015-DL1333082-42288,Central America
Yes,US-2017-BD1132082-43095,Central America
Yes,MX-2017-LC1714082-42966,Central America
Yes,US-2015-SV2036582-42197,Central America
Yes,MX-2017-AT1043582-42798,Central America
Yes,MX-2017-EG1390082-43064,Central America
Yes,MX-2015-MH1729082-42171,Central America
Yes,US-2014-LO1717082-41807,Central America
Yes,US-2017-LR1691582-42951,Central America
Yes,US-2017-MZ1733582-42878,Central America
Yes,MX-2014-PM1894082-41649,Central America
Yes,MX-2015-LS1724582-42261,Central America
