Returned,Order ID,Region
Yes,MX-2015-AR1054082-42275,Central America
Yes,MX-2016-PS1876082-42634,Central America
Yes,MX-2015-SC2023082-42278,Central America
Yes,MX-2016-DB1361582-42444,Central America
Yes,MX-2017-RF1934582-43036,Central America
Yes,US-2016-TB2125082-42718,Central America
Yes,MX-2015-BS1138082-42280,Central America
Yes,MX-2016-NP1868582-42545,Central America
Yes,MX-2014-SS2014082-41908,Central America
Yes,MX-2014-RK1930082-41718,Central America
Yes,MX-2016-MG1787582-42708,Central America
Yes,MX-2016-SC2023082-42449,Central America
Yes,MX-2014-NB1858082-42001,Central America
Yes,MX-2016-BP1115582-42430,Central America
Yes,MX-2016-JM1586582-42619,Central America
Yes,MX-2016-BP1115582-42430,Central America
Yes,MX-2014-DC1328582-41756,Central America
Yes,MX-2017-KH1651082-42875,Central America
Yes,MX-2016-AH1012082-42598,Central America
Yes,US-2014-JK1520582-41809,Central America
Yes,MX-2017-CH1207082-43011,Central America
Yes,MX-2014-JP1613582-41904,Central America
Yes,MX-2016-LH1690082-42674,Central America
Yes,MX-2015-EA1403582-42272,Central America
Yes,MX-2016-SG2047082-42528,Central America
Yes,MX-2016-SK1999082-42633,Central America
Yes,MX-2016-SK1999082-42633,Central America
Yes,MX-2014-MW1823582-41930,Central America
Yes,MX-2016-SS2041082-42643,Central America
Yes,US-2016-NS1864082-42505,Central America
Yes,MX-2014-MF1825082-42003,Central America
Yes,MX-2017-BF1102082-42912,Central America
Yes,MX-2016-SE2011082-42625,Central America
Yes,MX-2017-TB2117582-42989,Central America
Yes,MD-2017-BS136583-42867,Eastern Europe
Yes,MD-2017-MC742583-42991,Eastern Europe
Yes,MD-2014-PO918083-41680,Eastern Europe
Yes,MG-2015-SS1014084-42233,Eastern Asia
Yes,MO-2016-GK462086-42472,North Africa
Yes,MO-2014-ED388586-41806,North Africa
Yes,MO-2015-SC1023086-42178,North Africa
Yes,MO-2014-NC834086-41665,North Africa
Yes,MO-2014-NC834086-41665,North Africa
Yes,MO-2017-KW657086-43052,North Africa
Yes,MO-2014-JF541586-41996,North Africa
Yes,MO-2014-LW721586-41974,North Africa
Yes,MO-2016-FM421586-42632,North Africa
Yes,MO-2016-AB25586-42697,North Africa
Yes,MO-2014-EM396086-41682,North Africa
Yes,MO-2016-SB1018586-42638,North Africa
Yes,MO-2017-LC705086-42980,North Africa
Yes,MO-2015-PN877586-42216,North Africa
Yes,MO-2016-KH669086-42561,North Africa
Yes,MO-2014-LR703586-41753,North Africa
Yes,MO-2017-DO343586-43058,North Africa
Yes,MO-2014-TS1150586-41748,North Africa
Yes,MO-2016-BN147086-42385,North Africa
Yes,MO-2014-LP708086-41666,North Africa
Yes,MO-2014-KT646586-41965,North Africa
Yes,MO-2016-JG511586-42602,North Africa
Yes,MO-2017-LC693086-42857,North Africa
Yes,MZ-2016-DG330087-42722,Eastern Africa
Yes,MZ-2016-DS303087-42545,Eastern Africa
Yes,MZ-2017-RD993087-42871,Eastern Africa
Yes,MZ-2014-TS1161087-41776,Eastern Africa
Yes,MZ-2014-EM409587-41965,Eastern Africa
Yes,MZ-2014-SF1006587-41711,Eastern Africa
Yes,ID-2016-NK1849088-42379,Southeastern Asia
Yes,IN-2017-EG1390088-43017,Southeastern Asia
Yes,IN-2014-TB2162588-41907,Southeastern Asia
Yes,IN-2015-OT1873088-42171,Southeastern Asia
Yes,WA-2017-TB1152089-42921,Southern Africa
Yes,IN-2015-OT1873090-42283,Southern Asia
Yes,IN-2017-SS2059090-43008,Southern Asia
Yes,IT-2015-CL1256591-42183,Western Europe
Yes,IT-2016-BD1163591-42629,Western Europe
Yes,IT-2017-SG2047091-42994,Western Europe
Yes,IT-2017-PV1898591-43056,Western Europe
Yes,IT-2017-PV1898591-43056,Western Europe
Yes,IT-2016-MC1742591-42659,Western Europe
Yes,IT-2017-JK1564091-43100,Western Europe
Yes,IT-2016-BK1126091-42386,Western Europe
Yes,IT-2017-CJ1201091-43067,Western Europe
Yes,IT-2015-HG1484591-42078,Western Europe
Yes,IT-2015-JS1594091-42231,Western Europe
Yes,IT-2015-JS1594091-42231,Western Europe
Yes,IT-2014-TS2165591-41875,Western Europe
Yes,IT-2017-SB2017091-43098,Western Europe
Yes,IT-2016-DD1357091-42372,Western Europe
Yes,IT-2014-DL1333091-41875,Western Europe
Yes,IT-2014-SG2060591-41847,Western Europe
Yes,IT-2015-MG1789091-42240,Western Europe
Yes,ES-2017-SH2039591-42895,Western Europe
Yes,ES-2016-NP1870091-42595,Western Europe
Yes,ES-2017-MG1769591-43066,Western Europe
Yes,ID-2017-EJ1415592-43030,Oceania
Yes,IN-2017-LH1675092-42949,Oceania
Yes,ID-2016-AW1084092-42563,Oceania
Yes,ID-2017-EJ1415592-43066,Oceania
Yes,ID-2014-BT1139592-41916,Oceania
Yes,ID-2015-BF1100592-42201,Oceania
Yes,ID-2014-DA1345092-41831,Oceania
Yes,ID-2014-SH2039592-41879,Oceania
Yes,ID-2017-FW1439592-42963,Oceania
Yes,ID-2017-RP1939092-43085,Oceania
Yes,IN-2017-HZ1495092-42954,Oceania
Yes,ID-2014-BB1154592-41942,Oceania
Yes,ID-2016-AG1090092-42687,Oceania
Yes,IN-2015-MY1738092-42313,Oceania
Yes,IN-2015-EC1405092-42173,Oceania
Yes,IN-2017-TB2162592-42892,Oceania
Yes,IN-2015-BF1127592-42363,Oceania
Yes,IN-2017-JH1598592-43077,Oceania
Yes,IN-2016-CA1277592-42471,Oceania
Yes,IN-2014-ME1732092-41789,Oceania
Yes,ID-2014-NB1858092-41971,Oceania
Yes,ID-2015-BM1178592-42086,Oceania
Yes,ID-2017-PK1907592-42764,Oceania
Yes,ID-2015-AS1063092-42364,Oceania
Yes,IN-2017-JG1580592-43058,Oceania
Yes,IN-2015-MD1786092-42321,Oceania
Yes,IN-2017-JG1580592-42851,Oceania
Yes,IN-2016-CK1259592-42660,Oceania
Yes,IN-2014-AS1028592-41981,Oceania
Yes,IN-2016-EM1381092-42623,Oceania
Yes,IN-2016-JH1591092-42690,Oceania
Yes,MX-2015-CS1186093-42310,Central America
Yes,MX-2014-JS1568593-41893,Central America
Yes,MX-2016-AS1009093-42526,Central America
Yes,MX-2017-SB2018593-42853,Central America
Yes,MX-2017-AB1001593-42750,Central America
Yes,MX-2017-PL1892593-42940,Central America
Yes,MX-2015-ON1871593-42309,Central America
Yes,MX-2017-SC2038093-42882,Central America
Yes,MX-2016-SW2075593-42664,Central America
Yes,MX-2017-MS1777093-43066,Central America
Yes,MX-2017-NP1868593-43038,Central America
Yes,US-2017-MH1811593-42893,Central America
Yes,MX-2016-PK1907593-42443,Central America
Yes,MX-2016-FW1439593-42500,Central America
Yes,MX-2015-MC1727593-42363,Central America
Yes,MX-2016-BS1166593-42545,Central America
Yes,MX-2015-NS1864093-42140,Central America
Yes,MX-2016-SG2047093-42406,Central America
Yes,MX-2017-BN1147093-42953,Central America
Yes,MX-2014-CK1232593-41750,Central America
Yes,MX-2017-NP1868593-42988,Central America
Yes,MX-2017-JB1540093-42953,Central America
Yes,MX-2017-MY1829593-43086,Central America
Yes,MX-2017-MY1829593-43086,Central America
Yes,MX-2015-CL1189093-42168,Central America
Yes,NG-2016-SC1068094-42595,Western Africa
Yes,NI-2014-DW348095-41744,Western Africa
Yes,NI-2017-TC1098095-42764,Western Africa
Yes,NI-2015-AW93095-42198,Western Africa
Yes,NI-2014-AS63095-41809,Western Africa
Yes,NI-2014-AJ96095-41700,Western Africa
Yes,NI-2015-IG508595-42163,Western Africa
Yes,NI-2017-JO514595-42841,Western Africa
Yes,NI-2014-EH376595-41937,Western Africa
Yes,NI-2017-SH997595-43036,Western Africa
Yes,NI-2014-KB660095-41953,Western Africa
Yes,NI-2016-DM334595-42441,Western Africa
Yes,NI-2016-RA988595-42400,Western Africa
Yes,NI-2017-FM438095-42884,Western Africa
Yes,NI-2016-GW460595-42626,Western Africa
Yes,NI-2016-EG390095-42730,Western Africa
Yes,NI-2014-AG52595-41812,Western Africa
Yes,NI-2016-DL292595-42383,Western Africa
Yes,NI-2015-GT471095-42020,Western Africa
Yes,NI-2017-LC705095-43093,Western Africa
Yes,NI-2016-SC1030595-42597,Western Africa
Yes,NI-2016-CM183095-42720,Western Africa
Yes,NI-2016-MH745595-42426,Western Africa
Yes,NI-2017-AG90095-43077,Western Africa
Yes,NI-2015-JB600095-42351,Western Africa
Yes,NI-2016-SA1083095-42695,Western Africa
Yes,NI-2014-EH376595-41748,Western Africa
Yes,NI-2014-ME732095-41960,Western Africa
Yes,NI-2017-CG252095-42755,Western Africa
Yes,NI-2016-SD1048595-42633,Western Africa
Yes,NI-2014-DV304595-41851,Western Africa
Yes,NI-2016-CR273095-42589,Western Africa
Yes,NI-2014-JM558095-42000,Western Africa
Yes,NI-2017-JF529595-43037,Western Africa
Yes,NI-2017-JS588095-42892,Western Africa
Yes,NI-2015-JD579095-42240,Western Africa
Yes,IT-2016-MY1738096-42525,Northern Europe
Yes,ES-2015-TM2101096-42299,Northern Europe
Yes,IN-2015-EN1378097-42323,Southern Asia
Yes,ID-2014-SC2026097-41894,Southern Asia
Yes,IN-2017-GR1456097-42840,Southern Asia
Yes,IN-2017-MG1789097-42753,Southern Asia
Yes,ID-2017-BF1117097-43023,Southern Asia
Yes,ID-2016-RB1946597-42689,Southern Asia
Yes,ID-2017-SG2089097-42816,Southern Asia
Yes,ID-2017-CP1234097-42865,Southern Asia
Yes,ID-2017-EB1411097-42819,Southern Asia
Yes,ID-2017-NM1852097-42994,Southern Asia
Yes,ID-2016-VT2170097-42643,Southern Asia
Yes,ID-2016-TN2104097-42469,Southern Asia
Yes,MX-2016-LB1679598-42664,Central America
Yes,US-2015-DK1283598-42125,Central America
Yes,US-2017-KW1643598-43018,Central America
Yes,MX-2014-CS1249098-41797,Central America
Yes,US-2016-CD1192098-42484,Central America
Yes,US-2017-GZ1447098-43058,Central America
Yes,US-2017-BS1175598-43013,Central America
Yes,US-2017-JD1579098-42941,Central America
Yes,US-2016-DP1300098-42706,Central America
Yes,US-2016-MG1768098-42699,Central America
Yes,MX-2014-AJ1079598-41998,Central America
Yes,IN-2016-TT2107099-42535,Oceania
Yes,MX-2016-MC18130100-42584,South America
Yes,MX-2014-LB16795101-41882,South America
Yes,US-2016-MP17470101-42713,South America
Yes,MX-2015-SH20635101-42094,South America
Yes,US-2017-LR16915101-42911,South America
Yes,US-2017-LR16915101-42911,South America
Yes,US-2017-BK11260101-42809,South America
Yes,US-2015-CS11845101-42337,South America
Yes,ID-2016-LF17185102-42378,Southeastern Asia
Yes,ID-2017-BS11380102-42939,Southeastern Asia
Yes,IN-2015-DS13030102-42188,Southeastern Asia
Yes,ID-2017-LR17035102-42818,Southeastern Asia
Yes,IN-2014-SC20680102-41650,Southeastern Asia
Yes,IN-2014-PH18790102-41897,Southeastern Asia
Yes,ID-2016-SM20005102-42616,Southeastern Asia
Yes,ID-2017-HM14980102-42965,Southeastern Asia
Yes,ID-2016-SC20695102-42397,Southeastern Asia
Yes,ID-2017-MH17620102-42885,Southeastern Asia
Yes,ID-2016-CK12205102-42681,Southeastern Asia
Yes,IN-2017-KB16405102-42779,Southeastern Asia
Yes,ID-2015-HM14860102-42278,Southeastern Asia
Yes,ID-2015-SH20395102-42301,Southeastern Asia
Yes,ID-2014-JP15520102-41981,Southeastern Asia
Yes,ID-2016-CK12205102-42681,Southeastern Asia
Yes,ID-2015-SL20155102-42314,Southeastern Asia
Yes,ID-2017-CD11920102-43016,Southeastern Asia
Yes,ID-2017-JB16000102-42886,Southeastern Asia
Yes,IN-2015-SW20755102-42211,Southeastern Asia
Yes,ID-2017-RF19735102-43099,Southeastern Asia
Yes,IN-2014-JF15565102-41851,Southeastern Asia
Yes,ID-2014-MY18295102-41653,Southeastern Asia
Yes,ID-2014-SV20935102-41995,Southeastern Asia
Yes,ID-2016-SC20695102-42397,Southeastern Asia
Yes,ID-2017-EM13825102-42750,Southeastern Asia
Yes,ID-2014-PM19135102-41980,Southeastern Asia
Yes,ID-2016-SJ20125102-42420,Southeastern Asia
Yes,ID-2017-TT21070102-43008,Southeastern Asia
Yes,ID-2017-NH18610102-43080,Southeastern Asia
Yes,ID-2017-KB16405102-43070,Southeastern Asia
Yes,IN-2014-JF15565102-41851,Southeastern Asia
Yes,IN-2016-PF19225102-42531,Southeastern Asia
Yes,ID-2015-BF11215102-42198,Southeastern Asia
Yes,ID-2015-LE16810102-42273,Southeastern Asia
Yes,IN-2017-LA16780102-42826,Southeastern Asia
Yes,ID-2016-SP20620102-42610,Southeastern Asia
Yes,IN-2015-EM14140102-42275,Southeastern Asia
Yes,IN-2017-RM19750102-43053,Southeastern Asia
Yes,ID-2014-AG10330102-41970,Southeastern Asia
Yes,PL-2016-NM8445103-42585,Eastern Europe
Yes,PL-2014-PB9150103-41845,Eastern Europe
Yes,PL-2015-TS11160103-42124,Eastern Europe
Yes,PL-2015-TS11160103-42124,Eastern Europe
Yes,PL-2017-RR9315103-42868,Eastern Europe
Yes,PL-2015-FM4290103-42062,Eastern Europe
Yes,IT-2017-MS17365104-43095,Southern Europe
Yes,IT-2016-EM13960104-42638,Southern Europe
Yes,CF-2014-IM5055106-41954,Central Africa
Yes,RO-2017-IM5055107-42811,Eastern Europe
Yes,RO-2015-NP8670107-42092,Eastern Europe
Yes,RO-2017-NM8445107-42989,Eastern Europe
Yes,RO-2016-TZ11445107-42707,Eastern Europe
Yes,RO-2014-SF10065107-41700,Eastern Europe
Yes,RO-2017-TW11025107-42807,Eastern Europe
Yes,RS-2017-SB10290108-42813,Eastern Europe
Yes,RS-2016-JL5130108-42708,Eastern Europe
Yes,RS-2014-MM8280108-41684,Eastern Europe
Yes,RS-2017-JP6135108-43074,Eastern Europe
Yes,RS-2016-TB11250108-42644,Eastern Europe
Yes,RS-2016-LC6870108-42540,Eastern Europe
Yes,RS-2017-EG3900108-43049,Eastern Europe
Yes,RS-2014-JL5505108-41808,Eastern Europe
Yes,RS-2017-BK1260108-43060,Eastern Europe
Yes,RS-2016-HE4800108-42594,Eastern Europe
Yes,RS-2014-SB10185108-42000,Eastern Europe
Yes,RS-2016-MC7575108-42534,Eastern Europe
Yes,RS-2017-DP3000108-43086,Eastern Europe
Yes,SA-2016-RF9345110-42557,Western Asia
Yes,SA-2015-SH9975110-42149,Western Asia
Yes,SA-2016-RF9345110-42557,Western Asia
Yes,SA-2014-DP3390110-41902,Western Asia
Yes,SA-2016-Dl3600110-42634,Western Asia
Yes,SA-2017-HL5040110-42912,Western Asia
Yes,SA-2017-TM11490110-43045,Western Asia
Yes,SA-2017-BF975110-43078,Western Asia
Yes,SA-2017-MW8220110-42836,Western Asia
Yes,SA-2015-JB6000110-42230,Western Asia
Yes,SA-2017-CK2325110-42904,Western Asia
Yes,SA-2017-MD7860110-42997,Western Asia
Yes,SG-2017-ZD11925111-42889,Western Africa
Yes,SG-2016-HF4995111-42710,Western Africa
Yes,SL-2015-SM10905112-42347,Western Africa
Yes,IN-2015-SW20755113-42342,Southeastern Asia
Yes,IN-2015-AB10165113-42301,Southeastern Asia
Yes,ID-2016-ML17410113-42486,Southeastern Asia
Yes,ID-2016-SM20905113-42615,Southeastern Asia
Yes,IN-2016-DK13375113-42727,Southeastern Asia
Yes,SO-2016-SC10725116-42531,Eastern Africa
Yes,SO-2016-ME7725116-42470,Eastern Africa
Yes,SO-2014-AJ945116-41790,Eastern Africa
Yes,SF-2017-BW1065117-43078,Southern Africa
Yes,SF-2016-EL3735117-42606,Southern Africa
Yes,SF-2017-SC10695117-42926,Southern Africa
Yes,SF-2016-JD6060117-42378,Southern Africa
Yes,SF-2014-AG675117-41706,Southern Africa
Yes,SF-2017-DN3690117-43088,Southern Africa
Yes,SF-2016-CA2775117-42623,Southern Africa
Yes,SF-2017-JL5175117-42976,Southern Africa
Yes,SF-2016-NB8580117-42672,Southern Africa
Yes,SF-2016-MG7650117-42605,Southern Africa
Yes,SF-2017-ML7755117-42791,Southern Africa
Yes,SF-2017-PW9240117-42981,Southern Africa
Yes,SF-2017-CD2280117-43022,Southern Africa
Yes,SF-2016-HD4785117-42563,Southern Africa
Yes,ID-2017-CS11845118-42899,Eastern Asia
Yes,ID-2015-GZ14545118-42209,Eastern Asia
Yes,ID-2014-CS12130118-41987,Eastern Asia
Yes,ID-2016-SV20365118-42617,Eastern Asia
Yes,ID-2016-GM14440118-42632,Eastern Asia
Yes,ES-2015-MP18175120-42356,Southern Europe
Yes,ES-2015-ML18265120-42317,Southern Europe
Yes,ES-2017-PW19030120-43093,Southern Europe
Yes,ES-2015-RH19510120-42009,Southern Europe
Yes,ES-2014-GP14740120-41991,Southern Europe
Yes,ES-2017-SC20050120-42834,Southern Europe
Yes,ES-2016-TB21595120-42668,Southern Europe
Yes,ES-2015-BF11275120-42238,Southern Europe
Yes,ES-2016-BV11245120-42418,Southern Europe
Yes,IT-2014-RD19930120-41952,Southern Europe
Yes,IT-2016-EH14005120-42723,Southern Europe
Yes,ES-2017-SJ20215120-42969,Southern Europe
Yes,ES-2016-RD19480120-42383,Southern Europe
Yes,ES-2017-RD19480120-42896,Southern Europe
Yes,ES-2014-BC11125120-41740,Southern Europe
Yes,ES-2016-AC10420120-42587,Southern Europe
Yes,ES-2015-SO20335120-42348,Southern Europe
Yes,ES-2016-JM15265120-42716,Southern Europe
Yes,ES-2017-MZ17335120-42912,Southern Europe
Yes,ES-2015-SB20185120-42121,Southern Europe
Yes,ES-2017-SJ20125120-43068,Southern Europe
Yes,ES-2017-TA21385120-43074,Southern Europe
Yes,ES-2017-BC11125120-42916,Southern Europe
Yes,ES-2016-JK15370120-42685,Southern Europe
Yes,ES-2016-SR20740120-42535,Southern Europe
Yes,ES-2015-DB13660120-42208,Southern Europe
Yes,ES-2015-LE16810120-42320,Southern Europe
Yes,ES-2017-BP11095120-42962,Southern Europe
Yes,ES-2015-MG17695120-42296,Southern Europe
Yes,ES-2014-PS18760120-41871,Southern Europe
Yes,ES-2016-TM21010120-42731,Southern Europe
Yes,ES-2017-OT18730120-42947,Southern Europe
Yes,ES-2017-CJ11875120-42751,Southern Europe
Yes,ES-2014-JL15235120-41706,Southern Europe
Yes,ES-2016-CP12340120-42469,Southern Europe
Yes,ES-2017-BS11665120-43071,Southern Europe
Yes,ES-2014-RD19585120-41945,Southern Europe
Yes,ES-2014-BP11290120-41971,Southern Europe
Yes,ES-2017-DF13135120-43054,Southern Europe
Yes,IN-2016-DE13255121-42567,Southern Asia
Yes,SU-2017-BW1200122-42967,North Africa
Yes,SU-2014-JC5340122-41643,North Africa
Yes,SU-2017-BB990122-43010,North Africa
Yes,SU-2017-CA2265122-42967,North Africa
Yes,SU-2015-SS10515122-42322,North Africa
Yes,IT-2017-GR14560124-43051,Northern Europe
Yes,IT-2017-MK18160124-43078,Northern Europe
Yes,IT-2017-CM12655124-42773,Northern Europe
Yes,IT-2015-PS18760124-42272,Northern Europe
Yes,IT-2015-LH17155124-42240,Northern Europe
Yes,IT-2016-CS12490124-42525,Northern Europe
Yes,ES-2017-JL15175125-42913,Western Europe
Yes,ES-2017-MG17650125-42963,Western Europe
Yes,IT-2015-PF19225125-42230,Western Europe
Yes,IT-2015-JK16090125-42316,Western Europe
Yes,IT-2014-SJ20215125-41691,Western Europe
Yes,SY-2016-AW840126-42548,Western Asia
Yes,TZ-2017-JL5835129-42787,Eastern Africa
Yes,TZ-2016-MK7905129-42562,Eastern Africa
Yes,TZ-2017-JS5940129-42966,Eastern Africa
Yes,TZ-2015-MO7800129-42338,Eastern Africa
Yes,TZ-2016-KB6240129-42385,Eastern Africa
Yes,TZ-2016-CV2805129-42385,Eastern Africa
Yes,TZ-2016-SC10050129-42731,Eastern Africa
Yes,TZ-2017-LW6825129-43044,Eastern Africa
Yes,TZ-2017-CS2175129-43043,Eastern Africa
Yes,ID-2016-KH16690130-42491,Southeastern Asia
Yes,ID-2014-MC17845130-41945,Southeastern Asia
Yes,ID-2017-EM14200130-42981,Southeastern Asia
Yes,ID-2015-JK16090130-42168,Southeastern Asia
Yes,ID-2015-EM14200130-42232,Southeastern Asia
Yes,ID-2015-BN11470130-42363,Southeastern Asia
Yes,ID-2017-TP21130130-42952,Southeastern Asia
Yes,IN-2016-AH10585130-42496,Southeastern Asia
Yes,ID-2014-BD11605130-41649,Southeastern Asia
Yes,ID-2016-BP11290130-42692,Southeastern Asia
Yes,IN-2016-JS16030130-42653,Southeastern Asia
Yes,IN-2016-AC10420130-42605,Southeastern Asia
Yes,TO-2017-BG1695131-43056,Western Africa
Yes,TO-2015-PC8745131-42005,Western Africa
Yes,TO-2016-LH7020131-42730,Western Africa
Yes,TO-2017-JO5550131-43088,Western Africa
Yes,MX-2017-PF19120132-43003,Caribbean
Yes,TU-2014-LO7170134-41998,Western Asia
Yes,TU-2016-LC6885134-42449,Western Asia
Yes,TU-2015-HZ4950134-42245,Western Asia
Yes,TU-2016-DB3210134-42518,Western Asia
Yes,TU-2014-PM8940134-41860,Western Asia
Yes,TU-2016-RD9660134-42559,Western Asia
Yes,TU-2017-VP11730134-42938,Western Asia
Yes,TU-2014-NW8400134-41791,Western Asia
Yes,TU-2015-TB11280134-42356,Western Asia
Yes,TU-2015-DF3135134-42174,Western Asia
Yes,TU-2017-LF7185134-42923,Western Asia
Yes,TU-2016-CA1965134-42559,Western Asia
Yes,TU-2016-CA1965134-42559,Western Asia
Yes,TU-2016-KH6630134-42616,Western Asia
Yes,TU-2015-VM11685134-42092,Western Asia
Yes,TU-2017-CR2820134-42860,Western Asia
Yes,TU-2014-VD11670134-41989,Western Asia
Yes,TU-2016-LS7230134-42689,Western Asia
Yes,TU-2016-SF10200134-42442,Western Asia
Yes,TU-2015-CR2625134-42303,Western Asia
Yes,TU-2016-DC3285134-42708,Western Asia
Yes,TU-2014-RA9285134-41946,Western Asia
Yes,TU-2014-BD1635134-41792,Western Asia
Yes,TU-2014-CM1830134-41995,Western Asia
Yes,TU-2014-AJ960134-41924,Western Asia
Yes,TU-2017-EB3840134-43057,Western Asia
Yes,TU-2017-RM9750134-42997,Western Asia
Yes,TU-2016-SP10620134-42637,Western Asia
Yes,TU-2015-DL2925134-42264,Western Asia
Yes,TU-2014-MT8070134-41796,Western Asia
Yes,TU-2017-AS10045134-42867,Western Asia
Yes,TU-2016-RP9855134-42700,Western Asia
Yes,TU-2014-JS5940134-41753,Western Asia
Yes,TU-2014-JS5940134-41753,Western Asia
Yes,TU-2016-JP5460134-42626,Western Asia
Yes,TU-2014-MO7800134-41965,Western Asia
Yes,TU-2016-DH3675134-42465,Western Asia
Yes,TU-2015-NP8700134-42310,Western Asia
Yes,TU-2017-ML8265134-42900,Western Asia
Yes,TU-2015-BD1770134-42180,Western Asia
Yes,TU-2017-BV1245134-42855,Western Asia
Yes,TU-2017-SV10815134-42848,Western Asia
Yes,TU-2016-KH6330134-42518,Western Asia
Yes,TU-2017-CA2775134-42791,Western Asia
Yes,TU-2017-BC1125134-42969,Western Asia
Yes,TU-2015-BC1125134-42064,Western Asia
Yes,TU-2017-KN6450134-42980,Western Asia
Yes,TU-2017-SW10755134-43046,Western Asia
Yes,TU-2017-GR4560134-42890,Western Asia
Yes,TU-2017-SV10785134-43071,Western Asia
Yes,TU-2017-KN6450134-42980,Western Asia
Yes,TU-2016-BP1050134-42554,Western Asia
Yes,TU-2015-ED3885134-42363,Western Asia
Yes,TU-2017-TB11250134-42984,Western Asia
Yes,TU-2015-SF10200134-42147,Western Asia
Yes,TU-2016-MG7680134-42637,Western Asia
Yes,TU-2015-KD6270134-42288,Western Asia
Yes,TU-2015-HR4830134-42212,Western Asia
Yes,TU-2017-CB2535134-42748,Western Asia
Yes,TU-2017-IM5055134-42968,Western Asia
Yes,TU-2016-HM4980134-42585,Western Asia
Yes,TU-2017-NC8535134-42962,Western Asia
Yes,TU-2017-JF5190134-42773,Western Asia
Yes,TU-2014-CV2295134-41967,Western Asia
Yes,TU-2017-RR9525134-43011,Western Asia
Yes,TU-2017-BD1770134-42862,Western Asia
Yes,UG-2017-SU10665136-42834,Eastern Africa
Yes,UG-2015-MY7380136-42150,Eastern Africa
Yes,UG-2016-GH4665136-42608,Eastern Africa
Yes,UG-2014-MO7500136-41680,Eastern Africa
Yes,UP-2014-MV7485137-41733,Eastern Europe
Yes,UP-2017-JC5775137-43036,Eastern Europe
Yes,UP-2014-SV10785137-41823,Eastern Europe
Yes,UP-2016-EB3930137-42715,Eastern Europe
Yes,UP-2017-SC10845137-42818,Eastern Europe
Yes,UP-2016-LL6840137-42400,Eastern Europe
Yes,UP-2014-DE3255137-41837,Eastern Europe
Yes,UP-2015-ON8715137-42017,Eastern Europe
Yes,UP-2016-GA4725137-42616,Eastern Europe
Yes,UP-2016-KH6330137-42694,Eastern Europe
Yes,UP-2016-JE5475137-42538,Eastern Europe
