Returned,Order ID,Region
Yes,UP-2017-JL5235137-42812,Eastern Europe
Yes,UP-2016-VM11685137-42637,Eastern Europe
Yes,UP-2017-ME7320137-42954,Eastern Europe
Yes,UP-2017-DR2880137-42896,Eastern Europe
Yes,UP-2017-FW4395137-43100,Eastern Europe
Yes,UP-2014-RB9435137-41760,Eastern Europe
Yes,UP-2016-MC7275137-42728,Eastern Europe
Yes,UP-2016-AB15137-42597,Eastern Europe
Yes,UP-2014-TH11550137-41831,Eastern Europe
Yes,UP-2016-CM1935137-42454,Eastern Europe
Yes,AE-2017-GH4665138-43082,Western Asia
Yes,ES-2016-MV18190139-42605,Northern Europe
Yes,ES-2015-LO17170139-42269,Northern Europe
Yes,IT-2017-TS21340139-43018,Northern Europe
Yes,IT-2016-HF14995139-42683,Northern Europe
Yes,ES-2015-NL18310139-42268,Northern Europe
Yes,IT-2016-HF14995139-42683,Northern Europe
Yes,IT-2017-NW18400139-42919,Northern Europe
Yes,ES-2015-AY10555139-42160,Northern Europe
Yes,ES-2017-SW20755139-43085,Northern Europe
Yes,ES-2015-DK12985139-42082,Northern Europe
Yes,ES-2014-BS11590139-41961,Northern Europe
Yes,ES-2017-TS21205139-42993,Northern Europe
Yes,ES-2017-BE11455139-42911,Northern Europe
Yes,ES-2016-NP18685139-42440,Northern Europe
Yes,ES-2017-TH21550139-43025,Northern Europe
Yes,ES-2017-TT21220139-43053,Northern Europe
Yes,ES-2017-FH14275139-42960,Northern Europe
Yes,ES-2014-MM18055139-41768,Northern Europe
Yes,ES-2017-AA10315139-42951,Northern Europe
Yes,ES-2015-NS18640139-42254,Northern Europe
Yes,ES-2017-CM12235139-42952,Northern Europe
Yes,ES-2016-KC16675139-42629,Northern Europe
Yes,ES-2017-SJ20215139-43072,Northern Europe
Yes,ES-2017-MW18220139-42984,Northern Europe
Yes,ES-2017-JO15550139-42940,Northern Europe
Yes,ES-2017-AI10855139-43015,Northern Europe
Yes,ES-2015-KL16555139-42239,Northern Europe
Yes,ES-2015-LT16765139-42176,Northern Europe
Yes,ES-2017-JJ15760139-43088,Northern Europe
Yes,ES-2016-MS17530139-42542,Northern Europe
Yes,ES-2014-CA12265139-41908,Northern Europe
Yes,ES-2016-DJ13420139-42658,Northern Europe
Yes,ES-2015-JC16105139-42198,Northern Europe
Yes,IT-2017-MB17305139-42921,Northern Europe
Yes,ES-2016-AD10180139-42724,Northern Europe
Yes,IT-2015-SR20425139-42239,Northern Europe
Yes,ES-2014-RC19960139-41889,Northern Europe
Yes,ES-2017-CW11905139-43092,Northern Europe
Yes,IT-2015-AB10255139-42307,Northern Europe
Yes,ES-2017-LC16930139-42762,Northern Europe
Yes,ES-2017-RB19330139-43065,Northern Europe
Yes,ES-2015-MC17590139-42355,Northern Europe
Yes,ES-2015-CH12070139-42299,Northern Europe
Yes,ES-2017-GT14755139-42947,Northern Europe
Yes,ES-2015-JE15715139-42101,Northern Europe
Yes,IT-2016-DB13405139-42618,Northern Europe
Yes,ES-2016-MB18085139-42687,Northern Europe
Yes,ES-2015-JG15310139-42083,Northern Europe
Yes,ES-2014-BP11095139-41933,Northern Europe
Yes,ES-2016-LP17095139-42503,Northern Europe
Yes,ES-2016-CK12325139-42724,Northern Europe
Yes,ES-2017-HH15010139-43046,Northern Europe
Yes,ES-2014-SC20380139-41876,Northern Europe
Yes,ES-2017-EM14200139-43014,Northern Europe
Yes,ES-2015-CJ11875139-42199,Northern Europe
Yes,ES-2017-SC20050139-42969,Northern Europe
Yes,ES-2014-MC18130139-41790,Northern Europe
Yes,ES-2017-PO18850139-42938,Northern Europe
Yes,ES-2017-MJ17740139-42804,Northern Europe
Yes,ES-2016-CC12475139-42722,Northern Europe
Yes,ES-2015-EB14110139-42257,Northern Europe
Yes,ES-2017-NP18685139-42897,Northern Europe
Yes,ES-2017-EH14125139-42961,Northern Europe
Yes,CA-2016-MC17425140-42701,Southern US
Yes,CA-2015-NW18400140-42262,Southern US
Yes,CA-2017-KM16375140-42787,Western US
Yes,CA-2015-PF19120140-42170,Western US
Yes,CA-2017-SV20935140-42850,Western US
Yes,CA-2016-MZ17335140-42653,Western US
Yes,CA-2014-RP19390140-41999,Western US
Yes,CA-2016-TN21040140-42483,Western US
Yes,CA-2016-BB10990140-42462,Western US
Yes,CA-2014-ES14080140-41913,Western US
Yes,CA-2014-DJ13510140-41867,Southern US
Yes,CA-2017-IG15085140-43029,Southern US
Yes,CA-2017-BD11620140-42736,Western US
Yes,US-2016-GG14650140-42711,Western US
Yes,CA-2017-BG11740140-43043,Western US
Yes,CA-2017-PG18820140-43008,Western US
Yes,CA-2015-EH13945140-42352,Western US
Yes,CA-2017-JK15370140-43056,Western US
Yes,CA-2014-LS17200140-41968,Western US
Yes,US-2016-DL12865140-42639,Western US
Yes,US-2016-DL12865140-42639,Western US
Yes,CA-2015-GT14755140-42052,Western US
Yes,CA-2015-AB10165140-42180,Western US
Yes,CA-2016-AG10495140-42664,Western US
Yes,CA-2014-AY10555140-41734,Western US
Yes,US-2016-AP10720140-42711,Western US
Yes,CA-2015-AI10855140-42358,Western US
Yes,CA-2014-AP10915140-41953,Western US
Yes,CA-2017-CV12805140-42785,Western US
Yes,CA-2014-DP13390140-41824,Western US
Yes,CA-2017-FH14275140-42989,Western US
Yes,CA-2017-GA14725140-43051,Western US
Yes,CA-2014-JM15265140-41875,Western US
Yes,CA-2016-JE15610140-42513,Western US
Yes,CA-2016-KF16285140-42440,Western US
Yes,CA-2016-MH17455140-42700,Western US
Yes,CA-2016-MC18130140-42731,Western US
Yes,CA-2017-MG18145140-43016,Western US
Yes,CA-2016-NM18520140-42708,Western US
Yes,CA-2017-PS18760140-42843,Western US
Yes,CA-2015-PG18895140-42355,Western US
Yes,CA-2017-RA19285140-42983,Western US
Yes,CA-2017-RS19765140-43024,Western US
Yes,CA-2015-SB20185140-42146,Western US
Yes,CA-2015-SM20320140-42363,Western US
Yes,US-2016-SP20860140-42699,Western US
Yes,CA-2017-SM20950140-42886,Western US
Yes,CA-2017-WB21850140-42916,Western US
Yes,CA-2016-XP21865140-42678,Western US
Yes,CA-2017-ZC21910140-43046,Western US
Yes,CA-2016-DN13690140-42727,Western US
Yes,US-2017-PR18880140-42969,Western US
Yes,CA-2017-BF11005140-43061,Western US
Yes,CA-2015-SG20080140-42308,Western US
Yes,CA-2016-NM18520140-42665,Western US
Yes,CA-2016-LC16885140-42657,Western US
Yes,CA-2017-JW15220140-43022,Western US
Yes,US-2017-CR12580140-43043,Western US
Yes,CA-2015-LC16960140-42339,Western US
Yes,CA-2017-MK17905140-42961,Western US
Yes,CA-2015-RA19285140-42363,Western US
Yes,CA-2015-RH19510140-42247,Western US
Yes,CA-2017-AH10120140-42834,Western US
Yes,CA-2016-AH10465140-42496,Western US
Yes,CA-2016-AR10540140-42643,Western US
Yes,CA-2014-DS13030140-41828,Western US
Yes,CA-2014-DS13030140-41828,Western US
Yes,CA-2016-DB13615140-42713,Western US
Yes,CA-2016-DB13615140-42713,Western US
Yes,CA-2014-DN13690140-41923,Western US
Yes,CA-2014-GZ14470140-41889,Western US
Yes,CA-2015-GA14515140-42111,Western US
Yes,CA-2016-GM14695140-42634,Western US
Yes,CA-2014-GA14725140-41727,Western US
Yes,CA-2017-HH15010140-43028,Western US
Yes,US-2017-JK15370140-42961,Western US
Yes,US-2014-JF15490140-41999,Western US
Yes,CA-2014-JP15520140-41951,Western US
Yes,CA-2014-JP15520140-41951,Western US
Yes,US-2015-KW16570140-42328,Western US
Yes,CA-2015-KB16585140-42124,Western US
Yes,CA-2014-NP18325140-41841,Western US
Yes,US-2014-PG18820140-41767,Western US
Yes,CA-2014-RP19270140-41930,Western US
Yes,CA-2015-SC20260140-42247,Western US
Yes,CA-2014-SJ20500140-41920,Western US
Yes,CA-2014-BT11305140-41753,Western US
Yes,CA-2014-GM14680140-41768,Western US
Yes,CA-2016-KD16495140-42630,Western US
Yes,CA-2017-NS18505140-43010,Western US
Yes,CA-2016-SP20920140-42674,Western US
Yes,CA-2016-RB19465140-42511,Western US
Yes,US-2016-NC18625140-42657,Western US
Yes,CA-2016-JE15715140-42560,Western US
Yes,CA-2015-SP20620140-42009,Western US
Yes,US-2017-BS11380140-43072,Western US
Yes,CA-2015-DG13300140-42302,Western US
Yes,CA-2016-LS16945140-42570,Western US
Yes,CA-2016-LC16885140-42539,Western US
Yes,CA-2017-SR20425140-42843,Western US
Yes,CA-2017-SR20425140-42843,Western US
Yes,CA-2017-TS21505140-43089,Western US
Yes,US-2016-LB16795140-42650,Western US
Yes,CA-2017-CC12220140-43080,Eastern US
Yes,US-2017-NM18520140-42856,Eastern US
Yes,CA-2014-AA10480140-41762,Eastern US
Yes,CA-2016-BT11680140-42482,Eastern US
Yes,US-2017-JF15490140-42756,Eastern US
Yes,US-2016-JM16195140-42689,Eastern US
Yes,CA-2014-KB16315140-41876,Eastern US
Yes,CA-2014-KB16315140-41876,Eastern US
Yes,CA-2017-LB16795140-42948,Eastern US
Yes,CA-2015-GT14710140-42121,Eastern US
Yes,CA-2014-LW16825140-41820,Southern US
Yes,CA-2016-JK15205140-42645,Southern US
Yes,CA-2017-JH15430140-43095,Southern US
Yes,US-2016-FO14305140-42675,Southern US
Yes,CA-2014-XP21865140-41909,Southern US
Yes,US-2017-TC21295140-43053,Southern US
Yes,CA-2015-JE15610140-42166,Southern US
Yes,CA-2015-CP12340140-42315,Southern US
Yes,CA-2015-SC20575140-42286,Southern US
Yes,CA-2016-KC16675140-42519,Southern US
Yes,CA-2016-RB19465140-42496,Southern US
Yes,CA-2015-RH19555140-42342,Southern US
Yes,US-2017-CS12400140-42833,Southern US
Yes,US-2016-LC16960140-42421,Southern US
Yes,CA-2015-JH15910140-42167,Southern US
Yes,CA-2016-AA10375140-42689,Southern US
Yes,CA-2016-DL13495140-42386,Southern US
Yes,CA-2017-TB21355140-42874,Southern US
Yes,US-2016-PP18955140-42405,Southern US
Yes,CA-2015-DP13390140-42134,Central US
Yes,CA-2015-ZC21910140-42119,Central US
Yes,CA-2017-BM11575140-42874,Central US
Yes,CA-2016-CS11950140-42617,Central US
Yes,CA-2017-CB12415140-43074,Central US
Yes,CA-2017-DP13000140-42974,Central US
Yes,CA-2017-EH13765140-42758,Central US
Yes,CA-2015-EK13795140-42357,Central US
Yes,US-2017-EB13930140-42939,Central US
Yes,CA-2016-EA14035140-42416,Central US
Yes,US-2014-JB15400140-41895,Central US
Yes,CA-2014-JD16015140-41986,Central US
Yes,CA-2016-KL16645140-42526,Central US
Yes,CA-2016-LC16870140-42436,Central US
Yes,US-2017-MY17380140-42940,Central US
Yes,CA-2014-MC17425140-41788,Central US
Yes,CA-2017-NS18640140-42926,Central US
Yes,CA-2015-RL19615140-42197,Central US
Yes,CA-2014-SB20185140-41901,Central US
Yes,CA-2017-SJ20215140-42846,Central US
Yes,CA-2015-PA19060140-42292,Central US
Yes,US-2014-SR20740140-41958,Central US
Yes,CA-2015-DP13000140-42112,Central US
Yes,CA-2017-HR14770140-42750,Central US
Yes,CA-2014-BT11395140-41939,Central US
Yes,CA-2017-KM16225140-43042,Central US
Yes,CA-2015-DK12985140-42345,Southern US
Yes,CA-2014-KC16675140-41985,Southern US
Yes,CA-2014-ME17320140-41646,Southern US
Yes,CA-2015-JK16090140-42115,Southern US
Yes,CA-2014-RM19675140-41961,Southern US
Yes,CA-2015-EM13960140-42350,Eastern US
Yes,US-2015-KB16585140-42073,Eastern US
Yes,CA-2017-TH21550140-42969,Eastern US
Yes,CA-2015-RM19675140-42278,Eastern US
Yes,CA-2015-GP14740140-42334,Eastern US
Yes,CA-2015-SF20965140-42337,Central US
Yes,CA-2016-AA10480140-42609,Central US
Yes,US-2015-AJ10945140-42156,Central US
Yes,CA-2015-CA12775140-42349,Central US
Yes,CA-2016-JA15970140-42615,Central US
Yes,CA-2017-TP21130140-43092,Central US
Yes,CA-2017-TH21550140-42913,Central US
Yes,CA-2016-SC20680140-42580,Central US
Yes,CA-2017-MH18115140-42757,Central US
Yes,CA-2017-TB21520140-42993,Central US
Yes,CA-2017-RF19735140-43011,Central US
Yes,CA-2014-DW13480140-41790,Central US
Yes,CA-2017-GT14710140-42969,Central US
Yes,CA-2014-MP17470140-41959,Central US
Yes,CA-2017-CT11995140-43004,Central US
Yes,CA-2015-PO19180140-42318,Central US
Yes,CA-2017-NF18385140-42969,Southern US
Yes,CA-2016-AA10480140-42569,Central US
Yes,CA-2017-PP18955140-42874,Central US
Yes,CA-2017-PP18955140-42874,Central US
Yes,CA-2017-AD10180140-42758,Western US
Yes,CA-2017-AD10180140-42758,Western US
Yes,CA-2017-LS17200140-43004,Western US
Yes,CA-2017-YC21895140-43096,Central US
Yes,CA-2016-AG10270140-42627,Central US
Yes,US-2014-JE15610140-41925,Eastern US
Yes,CA-2017-TC21145140-42994,Eastern US
Yes,CA-2016-BP11155140-42550,Eastern US
Yes,CA-2017-GH14410140-42784,Eastern US
Yes,CA-2017-JG15160140-42963,Eastern US
Yes,CA-2016-TB21355140-42394,Eastern US
Yes,CA-2016-Dp13240140-42384,Eastern US
Yes,CA-2014-DR12940140-41725,Western US
Yes,US-2014-FC14335140-41921,Western US
Yes,CA-2016-AB10060140-42615,Eastern US
Yes,CA-2017-AS10135140-43059,Eastern US
Yes,CA-2017-AC10615140-42981,Eastern US
Yes,CA-2017-BF11080140-43075,Eastern US
Yes,CA-2015-BM11575140-42262,Eastern US
Yes,US-2015-BS11590140-42253,Eastern US
Yes,CA-2015-BG11695140-42008,Eastern US
Yes,CA-2017-BS11800140-42835,Eastern US
Yes,US-2017-CC12370140-43057,Eastern US
Yes,CA-2015-DH13075140-42083,Eastern US
Yes,CA-2017-EB13705140-43052,Eastern US
Yes,CA-2016-EB13750140-42686,Eastern US
Yes,CA-2016-EH13765140-42493,Eastern US
Yes,CA-2016-EH13765140-42674,Eastern US
Yes,CA-2016-EH13765140-42493,Eastern US
Yes,CA-2016-ES14020140-42533,Eastern US
Yes,CA-2017-HR14830140-42819,Eastern US
Yes,CA-2017-HG14845140-43018,Eastern US
Yes,CA-2016-IM15070140-42545,Eastern US
Yes,CA-2015-JM15535140-42111,Eastern US
Yes,CA-2017-JS15685140-42906,Eastern US
Yes,CA-2014-KL16645140-41861,Eastern US
Yes,CA-2016-KM16720140-42480,Eastern US
Yes,CA-2015-MS17980140-42079,Eastern US
Yes,CA-2015-NP18325140-42225,Eastern US
Yes,CA-2016-NC18340140-42699,Eastern US
Yes,CA-2016-NM18520140-42522,Eastern US
Yes,US-2014-PB19150140-41971,Eastern US
Yes,US-2015-SG20605140-42344,Eastern US
Yes,CA-2017-SP20620140-42986,Eastern US
Yes,US-2016-SU20665140-42553,Eastern US
Yes,CA-2014-TB21190140-41999,Eastern US
Yes,CA-2015-VD21670140-42309,Eastern US
Yes,CA-2016-WB21850140-42384,Eastern US
Yes,CA-2017-DB13660140-43088,Eastern US
Yes,CA-2017-HG15025140-43094,Eastern US
Yes,CA-2015-MS17770140-42152,Eastern US
Yes,CA-2016-TB21055140-42539,Eastern US
Yes,CA-2016-TB21055140-42539,Eastern US
Yes,CA-2014-AB10150140-41702,Eastern US
Yes,CA-2017-DB13615140-43067,Southern US
Yes,CA-2017-SC20380140-43070,Southern US
Yes,CA-2016-ER13855140-42679,Southern US
Yes,CA-2017-AA10480140-42841,Southern US
Yes,US-2016-HA14920140-42592,Southern US
Yes,CA-2016-NC18415140-42658,Southern US
Yes,CA-2015-FA14230140-42187,Southern US
Yes,CA-2016-SP20650140-42597,Eastern US
Yes,CA-2017-AS10240140-42908,Eastern US
Yes,CA-2016-BT11530140-42391,Eastern US
Yes,CA-2017-LC17140140-42988,Eastern US
Yes,CA-2015-SV20365140-42030,Eastern US
Yes,CA-2014-BS11590140-41875,Eastern US
Yes,CA-2014-EA14035140-41977,Eastern US
Yes,CA-2014-EA14035140-41977,Eastern US
Yes,CA-2015-IL15100140-42282,Eastern US
Yes,CA-2014-JK15730140-41973,Eastern US
Yes,US-2014-LB16795140-41751,Eastern US
Yes,CA-2017-PJ19015140-42966,Eastern US
Yes,CA-2016-SV20365140-42632,Eastern US
Yes,CA-2017-SP20920140-42811,Eastern US
Yes,US-2017-SV20935140-43095,Eastern US
Yes,US-2014-SS20875140-41986,Eastern US
Yes,CA-2014-EA14035140-41943,Eastern US
Yes,CA-2014-GB14530140-41756,Eastern US
Yes,CA-2017-KH16330140-42906,Eastern US
Yes,US-2017-NG18355140-43052,Eastern US
Yes,CA-2016-SP20920140-42687,Eastern US
Yes,CA-2016-DE13255140-42380,Eastern US
Yes,US-2016-JR16210140-42471,Eastern US
Yes,CA-2014-SW20245140-41839,Eastern US
Yes,CA-2015-MP18175140-42344,Eastern US
Yes,US-2014-Co12640140-41809,Central US
Yes,CA-2016-TB21280140-42455,Central US
Yes,CA-2016-AW10930140-42693,Central US
Yes,CA-2016-BS11365140-42542,Central US
Yes,US-2017-RF19735140-42946,Central US
Yes,US-2017-PS18970140-43031,Central US
Yes,CA-2016-TP21565140-42679,Western US
Yes,US-2016-DR12880140-42454,Western US
Yes,US-2014-TB21595140-41949,Western US
Yes,CA-2015-BM11785140-42083,Western US
Yes,CA-2014-TB21250140-41980,Western US
Yes,CA-2014-TB21250140-41980,Western US
Yes,US-2016-ZC21910140-42450,Western US
Yes,CA-2016-CJ12010140-42574,Eastern US
Yes,US-2015-SM20320140-42237,Eastern US
Yes,CA-2015-AH10195140-42068,Eastern US
Yes,CA-2015-JO15550140-42138,Eastern US
Yes,CA-2017-MH18115140-42805,Eastern US
Yes,CA-2017-SC20440140-43035,Eastern US
Yes,CA-2017-AG10495140-43022,Eastern US
Yes,CA-2014-BS11590140-41654,Eastern US
Yes,CA-2017-CB12025140-42986,Eastern US
Yes,CA-2016-CG12040140-42542,Eastern US
Yes,CA-2014-CA12775140-41817,Eastern US
Yes,CA-2016-DS13180140-42703,Eastern US
Yes,CA-2016-DK13225140-42615,Eastern US
Yes,CA-2016-GD14590140-42625,Eastern US
Yes,US-2016-JB16045140-42436,Eastern US
Yes,CA-2017-KD16495140-42961,Eastern US
Yes,CA-2014-LH16750140-41902,Eastern US
Yes,CA-2014-LC17140140-41890,Eastern US
Yes,CA-2014-PB19210140-41965,Eastern US
Yes,CA-2014-SB20290140-41888,Eastern US
Yes,US-2017-SP20620140-42988,Eastern US
Yes,US-2016-SC20770140-42443,Eastern US
Yes,US-2016-SC20770140-42443,Eastern US
Yes,US-2015-SP20860140-42232,Eastern US
Yes,CA-2016-TH21235140-42517,Eastern US
Yes,CA-2016-VG21805140-42609,Eastern US
Yes,CA-2014-AM10705140-41942,Eastern US
Yes,CA-2017-CA12265140-43044,Southern US
Yes,CA-2017-SJ20215140-42964,Southern US
Yes,CA-2014-TS21505140-41992,Southern US
Yes,CA-2017-DK12895140-42975,Southern US
Yes,CA-2016-DM13015140-42619,Southern US
Yes,CA-2014-DD13570140-42002,Southern US
Yes,CA-2016-HF14995140-42492,Southern US
Yes,US-2017-MY17380140-43064,Southern US
Yes,CA-2015-MB17305140-42363,Southern US
Yes,CA-2016-NM18520140-42376,Central US
Yes,CA-2015-CB12025140-42240,Central US
Yes,US-2016-AR10825140-42619,Central US
Yes,CA-2017-RB19330140-43032,Central US
Yes,US-2017-CM12160140-43007,Central US
Yes,CA-2017-GA14725140-43095,Central US
Yes,CA-2014-KM16375140-41839,Central US
Yes,CA-2016-MC17845140-42682,Central US
Yes,CA-2014-MN17935140-41687,Central US
Yes,CA-2015-MS17980140-42043,Central US
Yes,CA-2014-RD19930140-41914,Central US
Yes,CA-2017-AG10330140-43092,Central US
Yes,CA-2016-AW10930140-42534,Central US
Yes,CA-2017-BB11545140-42994,Central US
Yes,CA-2015-CM12715140-42064,Central US
Yes,US-2014-DK12835140-41965,Central US
Yes,CA-2015-DS13180140-42251,Central US
Yes,US-2014-DA13450140-41753,Central US
Yes,US-2016-EH13945140-42694,Central US
Yes,CA-2016-IL15100140-42618,Central US
Yes,CA-2015-MV17485140-42180,Central US
Yes,CA-2016-RD19810140-42616,Central US
Yes,CA-2014-EJ13720140-41988,Central US
Yes,CA-2016-HA14920140-42657,Central US
Yes,CA-2014-PV18985140-41831,Central US
Yes,US-2015-MP17965140-42112,Central US
Yes,US-2014-HG14965140-41907,Central US
Yes,CA-2017-ML18040140-42891,Central US
Yes,CA-2014-BM11140140-41889,Central US
Yes,CA-2014-BM11140140-41889,Central US
Yes,US-2016-CA12310140-42372,Central US
Yes,CA-2017-SC20770140-43059,Central US
Yes,CA-2017-GB14575140-43087,Southern US
Yes,CA-2015-JK15205140-42274,Southern US
Yes,CA-2015-KH16510140-42173,Southern US
Yes,CA-2015-KH16510140-42173,Southern US
Yes,CA-2017-SH20395140-42841,Southern US
Yes,US-2014-CK12325140-41711,Southern US
Yes,CA-2015-EG13900140-42310,Southern US
Yes,CA-2016-BW11200140-42671,Southern US
Yes,CA-2014-FH14275140-41932,Southern US
Yes,CA-2015-DK12835140-42041,Southern US
Yes,CA-2016-ML17755140-42587,Southern US
Yes,CA-2014-MW18235140-41779,Southern US
Yes,CA-2015-TT21220140-42307,Southern US
Yes,CA-2016-SN20710140-42640,Western US
Yes,CA-2016-BD11770140-42624,Western US
Yes,CA-2014-AI10855140-41768,Western US
Yes,CA-2017-JC15385140-42925,Western US
Yes,CA-2016-AC10450140-42699,Western US
Yes,CA-2017-DK12895140-42960,Western US
Yes,CA-2017-DK13375140-42944,Western US
Yes,CA-2014-Dl13600140-41727,Western US
Yes,CA-2017-FG14260140-43011,Western US
Yes,CA-2014-GH14425140-41806,Western US
Yes,CA-2014-GM14680140-41861,Western US
Yes,CA-2014-IG15085140-41929,Western US
Yes,CA-2017-JK15625140-43039,Western US
Yes,CA-2015-JL15850140-42153,Western US
Yes,CA-2014-JH15985140-41859,Western US
Yes,CA-2015-JH15985140-42353,Western US
Yes,US-2014-KH16510140-41992,Western US
Yes,CA-2015-LL16840140-42159,Western US
Yes,CA-2014-MZ17515140-41953,Western US
Yes,CA-2016-MS17770140-42606,Western US
Yes,CA-2015-MH18025140-42210,Western US
Yes,CA-2017-PB18805140-43075,Western US
Yes,US-2016-RB19570140-42629,Western US
Yes,CA-2015-SH19975140-42272,Western US
Yes,CA-2016-SF20200140-42626,Western US
Yes,CA-2015-TW21025140-42339,Western US
Yes,CA-2015-TW21025140-42339,Western US
Yes,US-2017-VM21685140-42811,Western US
Yes,CA-2017-YS21880140-42966,Western US
Yes,CA-2017-NF18385140-43021,Eastern US
Yes,CA-2015-RE19450140-42365,Central US
Yes,US-2016-JO15145140-42377,Central US
Yes,CA-2016-JE16165140-42710,Central US
Yes,CA-2016-SS20590140-42616,Central US
Yes,CA-2015-IM15070140-42189,Central US
Yes,US-2017-LS17200140-42948,Central US
Yes,US-2016-MA17560140-42606,Central US
Yes,MX-2017-JH15820141-43087,South America
Yes,US-2017-AT10435143-43012,South America
Yes,US-2015-TT21265143-42366,South America
Yes,US-2017-JM15250143-43028,South America
Yes,US-2017-SH20395143-42886,South America
Yes,US-2014-MH17455143-41708,South America
Yes,US-2015-Dp13240143-42111,South America
Yes,US-2015-PO19195143-42082,South America
Yes,MX-2017-LR17035143-42857,South America
Yes,US-2014-TA21385143-41930,South America
Yes,MX-2017-SS20140143-43014,South America
Yes,ID-2017-MG17680144-42809,Southeastern Asia
Yes,ID-2016-CM11830144-42497,Southeastern Asia
Yes,ID-2017-NS18505144-42806,Southeastern Asia
Yes,ID-2014-CM12115144-41999,Southeastern Asia
Yes,ID-2016-KB16600144-42717,Southeastern Asia
Yes,ID-2015-SC20680144-42072,Southeastern Asia
Yes,IN-2017-MP18175144-43059,Southeastern Asia
Yes,IN-2015-AS10225144-42206,Southeastern Asia
Yes,IN-2017-SO20335144-42840,Southeastern Asia
Yes,IN-2014-KL16645144-41972,Southeastern Asia
Yes,IN-2015-AF10885144-42272,Southeastern Asia
Yes,IN-2016-BN11515144-42685,Southeastern Asia
Yes,YM-2017-MC7845145-43066,Western Asia
Yes,ZA-2016-PV8985146-42391,Eastern Africa
Yes,ZA-2016-AR345146-42397,Eastern Africa
Yes,ZA-2015-AB15146-42100,Eastern Africa
Yes,ZA-2015-BB1545146-42244,Eastern Africa
Yes,ZA-2016-JK5730146-42617,Eastern Africa
Yes,ZA-2016-TA11385146-42422,Eastern Africa
Yes,ZA-2014-CS2460147-41770,Eastern Africa
Yes,ZA-2017-BT1305147-43069,Eastern Africa
Yes,ZA-2016-BD1500147-42581,Eastern Africa
Yes,ZA-2017-BT1395147-43067,Eastern Africa
Yes,ZA-2016-TH11235147-42444,Eastern Africa
Yes,ZA-2015-DN3690147-42159,Eastern Africa
Yes,ZA-2016-TH11235147-42444,Eastern Africa
Yes,ZA-2015-LC6885147-42021,Eastern Africa
